,TEMPERATURE,PRECIPITATION,FIRE
252,-1.5476190476190477,30.8,1
253,21.38095238095238,21.8,1
254,21.31,44.47058823529412,1
255,17.19047619047619,6.4,1
256,-13.476190476190476,15.2,1
257,-13.238095238095237,15.2,1
258,4.690476190476191,3.2,1
259,20.61578947368421,58.578947368421055,1
260,24.666666666666668,80.5,1
261,24.666666666666668,80.5,1
262,24.666666666666668,80.5,1
263,26.071428571428573,39.3,1
264,-1.4761904761904763,17.5,1
265,17.666666666666668,36.5,1
266,18.29,25.2,1
267,-9.557142857142857,10.1,1
268,4.005,25.941176470588236,1
269,12.714285714285714,30.2,1
270,22.095238095238095,50.4,1
271,21.46666666666667,36.6,1
272,21.580952380952382,36.6,1
273,22.095238095238095,50.4,1
274,22.142857142857142,39.099999999999994,1
275,22.095238095238095,50.4,1
276,22.095238095238095,50.4,1
277,22.095238095238095,50.4,1
278,-9.557142857142857,10.1,1
279,22.238095238095237,39.099999999999994,1
280,22.238095238095237,39.099999999999994,1
281,22.238095238095237,39.099999999999994,1
282,21.580952380952382,36.6,1
283,22.095238095238095,50.4,1
284,22.12857142857143,41.0,1
285,22.238095238095237,39.099999999999994,1
286,22.142857142857142,39.099999999999994,1
287,22.12857142857143,41.0,1
288,22.095238095238095,50.4,1
289,-9.557142857142857,10.1,1
290,21.580952380952382,36.6,1
291,22.38095238095238,35.3,1
292,22.12857142857143,41.0,1
293,22.12857142857143,41.0,1
294,21.590476190476192,63.00000000000001,1
295,22.12857142857143,41.0,1
296,22.38095238095238,35.3,1
297,21.590476190476192,63.00000000000001,1
298,21.580952380952382,70.6,1
299,22.38095238095238,35.3,1
300,21.580952380952382,36.6,1
301,21.590476190476192,63.00000000000001,1
302,22.095238095238095,50.4,1
303,22.095238095238095,50.4,1
304,21.595238095238095,62.00000000000001,1
305,21.580952380952382,36.6,1
306,22.428571428571427,26.700000000000003,1
307,21.590476190476192,63.00000000000001,1
308,24.295,53.55000000000001,1
309,22.152380952380952,40.599999999999994,1
310,22.38095238095238,35.3,1
311,22.152380952380952,40.599999999999994,1
312,22.152380952380952,40.599999999999994,1
313,23.023809523809526,26.700000000000003,1
314,23.785714285714285,51.400000000000006,1
315,-12.431578947368422,10.85,1
316,-0.6142857142857143,33.074999999999996,1
317,-0.6142857142857143,33.074999999999996,1
318,22.82857142857143,124.11000000000001,1
319,12.876190476190477,126.945,1
320,23.123809523809523,149.2,1
321,23.266666666666666,120.96000000000001,1
322,22.36190476190476,157.71,1
323,25.0,27.0,1
324,25.11904761904762,30.4,1
325,25.11904761904762,30.4,1
326,25.0,27.0,1
327,25.11904761904762,30.4,1
328,25.0,27.0,1
329,25.0,27.0,1
330,4.666666666666667,20.2,1
331,24.61904761904762,26.0,1
332,24.571428571428573,26.0,1
333,24.785714285714285,31.9,1
334,24.785714285714285,31.9,1
335,24.17142857142857,84.2,1
336,-10.904761904761905,20.5,1
337,11.238095238095237,68.89999999999999,1
338,27.095238095238095,38.699999999999996,1
339,26.7125,62.790000000000006,1
340,27.15625,62.790000000000006,1
341,8.166666666666666,13.1,1
342,28.38095238095238,41.5,1
343,27.36,34.44,1
344,28.38095238095238,41.5,1
345,24.585714285714285,138.8,1
346,6.761904761904762,27.4,1
347,12.761904761904763,16.0,1
348,1.1952380952380952,20.00526315789474,1
349,-1.7619047619047619,29.6,1
350,21.285714285714285,72.00000000000001,1
351,19.61904761904762,65.10000000000001,1
352,12.495238095238095,43.2,1
353,12.566666666666666,14.840000000000002,1
354,14.214285714285714,16.6,1
355,-9.542857142857143,9.2,1
356,4.735,25.941176470588236,1
357,14.238095238095237,16.6,1
358,21.285714285714285,28.400000000000002,1
359,26.071428571428573,39.3,1
360,6.761904761904762,27.4,1
361,25.714285714285715,114.60000000000001,1
362,-1.4761904761904763,17.5,1
363,15.966666666666667,12.18,1
364,18.23157894736842,25.2,1
365,-12.257894736842106,10.383333333333333,1
366,-9.338095238095239,9.2,1
367,-9.338095238095239,9.2,1
368,13.078947368421053,14.840000000000002,1
369,3.576190476190476,19.342105263157894,1
370,21.263157894736842,52.92000000000001,1
371,4.628571428571428,16.468421052631577,1
372,0.05714285714285716,33.074999999999996,1
373,21.665,50.4,1
374,22.142857142857142,39.099999999999994,1
375,21.938095238095237,50.4,1
376,22.238095238095237,39.099999999999994,1
377,21.580952380952382,36.6,1
378,22.095238095238095,50.4,1
379,22.976190476190474,50.400000000000006,1
380,0.05714285714285716,33.074999999999996,1
381,22.095238095238095,50.4,1
382,7.0,25.8,1
383,22.152380952380952,40.599999999999994,1
384,22.428571428571427,26.700000000000003,1
385,22.12857142857143,41.0,1
386,21.938095238095237,50.4,1
387,23.61904761904762,42.0,1
388,22.728571428571428,14.8,1
389,21.928571428571427,38.3,1
390,22.728571428571428,14.8,1
391,23.547619047619047,26.700000000000003,1
392,23.257142857142856,14.8,1
393,7.571428571428571,25.8,1
394,23.685714285714287,15.200000000000001,1
395,-4.295238095238095,15.700000000000003,1
396,22.742857142857144,149.09999999999997,1
397,22.88095238095238,58.099999999999994,1
398,24.785714285714285,31.9,1
399,-12.405263157894737,12.133333333333333,1
400,-11.880952380952381,12.000000000000002,1
401,15.142857142857142,7.6000000000000005,1
402,25.69047619047619,34.5,1
403,20.6,57.54,1
404,8.119047619047619,25.8,1
405,2.2142857142857144,20.00526315789474,1
406,27.15625,62.790000000000006,1
407,27.15625,62.790000000000006,1
408,27.2125,54.60000000000001,1
409,27.928571428571427,32.800000000000004,1
410,27.928571428571427,32.800000000000004,1
411,27.666666666666668,32.800000000000004,1
412,27.928571428571427,32.800000000000004,1
413,27.928571428571427,32.800000000000004,1
414,27.928571428571427,32.800000000000004,1
415,9.30952380952381,21.4,1
416,27.928571428571427,32.800000000000004,1
417,27.928571428571427,32.800000000000004,1
418,27.928571428571427,32.800000000000004,1
419,27.928571428571427,32.800000000000004,1
420,28.30952380952381,41.6,1
421,27.976190476190474,41.6,1
422,27.928571428571427,32.800000000000004,1
423,28.30952380952381,41.6,1
424,27.928571428571427,32.800000000000004,1
425,27.928571428571427,32.800000000000004,1
426,9.30952380952381,21.4,1
427,27.666666666666668,32.800000000000004,1
428,28.30952380952381,41.6,1
429,27.928571428571427,32.800000000000004,1
430,28.30952380952381,41.6,1
431,28.30952380952381,41.6,1
432,27.928571428571427,32.800000000000004,1
433,28.30952380952381,41.6,1
434,28.30952380952381,41.6,1
435,28.38095238095238,29.2,1
436,27.952380952380953,24.099999999999998,1
437,9.785714285714286,21.199999999999996,1
438,27.658823529411766,64.98947368421052,1
439,27.952380952380953,24.099999999999998,1
440,29.214285714285715,22.6,1
441,27.09,34.44,1
442,28.523809523809526,47.4,1
443,26.615000000000002,34.65,1
444,29.023809523809526,19.3,1
445,28.761904761904763,28.8,1
446,25.265,51.03,1
447,23.333333333333332,89.89999999999999,1
448,2.3095238095238093,49.599999999999994,1
449,7.32,79.8,1
450,21.385714285714286,6.000000000000002,1
451,20.8,8.200000000000001,1
452,22.47142857142857,8.000000000000002,1
453,18.33809523809524,53.2,1
454,25.357142857142858,24.6,1
455,23.614285714285714,15.800000000000002,1
456,22.51904761904762,65.60000000000001,1
457,22.023809523809526,103.60000000000004,1
458,6.668421052631579,79.8,1
459,21.642857142857142,79.60000000000001,1
460,21.642857142857142,79.60000000000001,1
461,11.476190476190476,147.20999999999998,1
462,16.19047619047619,46.8,1
463,16.19047619047619,46.8,1
464,15.31904761904762,43.6,1
465,18.733333333333334,53.2,1
466,20.61904761904762,65.60000000000001,1
467,-1.4761904761904763,14.5,1
468,26.214285714285715,33.7,1
469,20.38095238095238,44.80000000000001,1
470,11.238095238095237,68.89999999999999,1
471,5.619047619047619,3.2,1
472,27.261904761904763,32.800000000000004,1
473,27.928571428571427,32.800000000000004,1
474,27.666666666666668,32.800000000000004,1
475,27.928571428571427,32.800000000000004,1
476,28.142857142857142,52.6,1
477,28.69047619047619,44.3,1
478,28.69047619047619,44.3,1
479,27.952380952380953,24.099999999999998,1
480,28.261904761904763,31.6,1
481,20.904761904761905,32.2,1
482,-3.238095238095238,20.0,1
483,9.595238095238095,14.4,1
484,10.642857142857142,14.4,1
485,11.357142857142858,14.4,1
486,11.357142857142858,14.4,1
487,-5.261904761904762,15.3,1
488,12.476190476190476,30.2,1
489,20.476190476190474,36.3,1
490,24.666666666666668,80.5,1
491,26.071428571428573,39.3,1
492,24.595238095238095,89.89999999999999,1
493,24.595238095238095,89.89999999999999,1
494,25.976190476190474,47.6,1
495,-11.0,15.500000000000002,1
496,4.071428571428571,3.2,1
497,12.714285714285714,30.2,1
498,20.428571428571427,41.0,1
499,25.19047619047619,89.89999999999999,1
500,22.142857142857142,39.099999999999994,1
501,22.38095238095238,35.3,1
502,17.0,34.300000000000004,1
503,23.023809523809526,26.700000000000003,1
504,23.785714285714285,51.400000000000006,1
505,23.023809523809526,26.700000000000003,1
506,23.785714285714285,51.400000000000006,1
507,23.761904761904763,69.30000000000001,1
508,23.785714285714285,51.400000000000006,1
509,23.761904761904763,69.30000000000001,1
510,23.761904761904763,69.30000000000001,1
511,23.761904761904763,69.30000000000001,1
512,-10.738095238095237,20.5,1
513,-2.5952380952380953,17.5,1
514,-2.5952380952380953,17.5,1
515,22.88095238095238,92.39999999999999,1
516,22.88095238095238,92.39999999999999,1
517,22.857142857142858,43.8,1
518,24.047619047619047,31.599999999999998,1
519,23.5,36.8,1
520,25.0,27.0,1
521,25.11904761904762,30.4,1
522,25.0,27.0,1
523,25.11904761904762,30.4,1
524,25.11904761904762,30.4,1
525,24.571428571428573,26.0,1
526,24.785714285714285,31.9,1
527,24.785714285714285,31.9,1
528,24.904761904761905,25.6,1
529,25.523809523809526,21.0,1
530,25.523809523809526,21.0,1
531,25.523809523809526,21.0,1
532,25.523809523809526,21.0,1
533,-4.642857142857143,15.3,1
534,-4.642857142857143,15.3,1
535,6.847619047619047,39.500000000000014,1
536,19.7,47.699999999999996,1
537,22.0,46.0,1
538,23.19047619047619,58.2,1
539,13.347619047619048,109.80000000000001,1
540,14.99047619047619,34.400000000000006,1
541,14.99047619047619,34.400000000000006,1
542,14.99047619047619,34.400000000000006,1
543,14.642857142857142,37.60000000000001,1
544,1.4857142857142858,20.8,1
545,26.357142857142858,57.6,1
546,4.595238095238095,62.0,1
547,0.3142857142857144,39.6,1
548,24.804761904761904,46.2,1
549,26.4,20.0,1
550,26.4,20.0,1
551,26.514285714285716,20.2,1
552,25.15714285714286,54.2,1
553,26.78095238095238,43.19999999999999,1
554,26.514285714285716,20.2,1
555,22.51904761904762,46.4,1
556,-6.352380952380952,17.9,1
557,-1.8666666666666667,20.2,1
558,24.804761904761904,46.2,1
559,12.852380952380953,90.1,1
560,-0.023809523809523832,18.799999999999997,1
561,14.204761904761906,15.3,1
562,15.338095238095239,15.3,1
563,9.127777777777778,95.025,1
564,17.83809523809524,35.800000000000004,1
565,17.83809523809524,35.800000000000004,1
566,15.104761904761904,18.01578947368421,1
567,18.426315789473684,13.533333333333333,1
568,10.876190476190477,47.355000000000004,1
569,21.0,5.8,1
570,21.214285714285715,36.6,1
571,21.46666666666667,36.6,1
572,21.580952380952382,36.6,1
573,21.580952380952382,36.6,1
574,21.580952380952382,36.6,1
575,21.580952380952382,36.6,1
576,20.523809523809526,25.433333333333334,1
577,21.580952380952382,70.6,1
578,21.835,0.21000000000000002,1
579,21.85,0.21000000000000002,1
580,21.58,0.21000000000000002,1
581,21.590476190476192,63.00000000000001,1
582,21.85,0.21000000000000002,1
583,21.455,0.21000000000000002,1
584,21.455,0.21000000000000002,1
585,21.455,0.21000000000000002,1
586,21.455,0.21000000000000002,1
587,23.261904761904763,76.2,1
588,22.157894736842106,179.43333333333337,1
589,22.257894736842104,182.4666666666667,1
590,22.594736842105263,1.5473684210526315,1
591,24.28421052631579,0.0,1
592,23.333333333333332,82.32000000000001,1
593,24.094736842105263,0.0,1
594,24.415,0.0,1
595,20.571428571428573,57.540000000000006,1
596,21.7,31.709999999999997,1
597,25.885714285714286,0.0,1
598,26.041176470588237,110.4352941176471,1
599,22.936842105263157,27.189473684210522,1
600,25.521052631578947,0.0,1
601,25.521052631578947,0.0,1
602,23.073684210526316,24.53684210526316,1
603,26.89,120.86666666666666,1
604,24.010526315789473,19.45263157894737,1
605,26.555,155.40000000000003,1
606,26.436842105263157,0.23333333333333334,1
607,-9.552380952380952,9.056250000000002,1
608,-13.158823529411764,8.26875,1
609,4.142857142857143,73.19999999999999,1
610,21.738095238095237,21.8,1
611,19.7,47.699999999999996,1
612,19.695238095238096,39.699999999999996,1
613,22.61904761904762,21.6,1
614,25.357142857142858,24.6,1
615,24.142857142857142,87.19999999999999,1
616,23.376190476190477,46.0,1
617,22.476190476190474,101.80000000000004,1
618,21.904761904761905,12.299999999999999,1
619,1.619047619047619,37.0,1
620,24.757142857142856,63.19999999999999,1
621,15.428571428571429,48.8,1
622,23.095238095238095,107.00000000000003,1
623,17.142857142857142,90.19999999999999,1
624,-10.619047619047619,20.6,1
625,19.547619047619047,119.6,1
626,21.452380952380953,21.8,1
627,7.32,79.8,1
628,21.414285714285715,20.0,1
629,21.347619047619048,8.000000000000002,1
630,20.885714285714286,8.000000000000002,1
631,21.261904761904763,6.200000000000002,1
632,20.885714285714286,8.000000000000002,1
633,24.023809523809526,10.000000000000002,1
634,23.99047619047619,41.40000000000001,1
635,20.076190476190476,53.2,1
636,21.96666666666667,81.19999999999999,1
637,22.723809523809525,58.2,1
638,22.723809523809525,58.2,1
639,-14.427777777777777,24.359999999999996,1
640,-10.033333333333333,19.016666666666666,1
641,-13.763157894736842,20.34375,1
642,19.928571428571427,53.400000000000006,1
643,7.32,79.8,1
644,1.2571428571428571,34.3,1
645,18.261904761904763,26.5,1
646,21.909523809523808,58.300000000000004,1
647,21.909523809523808,58.300000000000004,1
648,24.952380952380953,9.0,1
649,22.447619047619046,22.299999999999997,1
650,22.447619047619046,22.299999999999997,1
651,21.38095238095238,37.8,1
652,17.866666666666667,37.8,1
653,17.866666666666667,37.8,1
654,17.52857142857143,63.800000000000004,1
655,25.333333333333332,35.6,1
656,17.357142857142858,8.4,1
657,18.561904761904763,63.800000000000004,1
658,21.452380952380953,112.3,1
659,23.142857142857142,103.49999999999999,1
660,23.142857142857142,103.49999999999999,1
661,26.523809523809526,32.8,1
662,23.014285714285712,22.1,1
663,26.285714285714285,31.4,1
664,25.214285714285715,35.6,1
665,26.523809523809526,32.8,1
666,27.88095238095238,13.200000000000001,1
667,26.985714285714288,27.2,1
668,27.47142857142857,27.2,1
669,28.69047619047619,26.2,1
670,28.69047619047619,26.2,1
671,27.29047619047619,36.9,1
672,27.257142857142856,28.400000000000002,1
673,28.666666666666668,35.8,1
674,27.257142857142856,28.400000000000002,1
675,28.833333333333332,30.599999999999998,1
676,28.571428571428573,31.4,1
677,27.89047619047619,25.1,1
678,27.89047619047619,25.1,1
679,27.257142857142856,28.400000000000002,1
680,27.89047619047619,25.1,1
681,27.914285714285715,25.1,1
682,29.30952380952381,26.2,1
683,29.38095238095238,26.2,1
684,28.833333333333332,30.599999999999998,1
685,27.914285714285715,25.1,1
686,27.89047619047619,25.1,1
687,27.914285714285715,25.1,1
688,29.61904761904762,31.2,1
689,29.357142857142858,26.2,1
690,27.60952380952381,36.7,1
691,25.86190476190476,37.800000000000004,1
692,26.11904761904762,37.800000000000004,1
693,26.195238095238096,51.800000000000004,1
694,27.261904761904763,76.5,1
695,26.904761904761905,76.5,1
696,25.761904761904763,37.800000000000004,1
697,25.866666666666667,51.800000000000004,1
698,25.866666666666667,51.800000000000004,1
699,26.738095238095237,69.7,1
700,26.738095238095237,69.7,1
701,25.67142857142857,51.800000000000004,1
702,25.67142857142857,51.800000000000004,1
703,25.16190476190476,51.800000000000004,1
704,25.67142857142857,51.800000000000004,1
705,25.67142857142857,51.800000000000004,1
706,26.476190476190474,63.5,1
707,26.476190476190474,63.5,1
708,25.866666666666667,51.800000000000004,1
709,25.16190476190476,51.800000000000004,1
710,25.67142857142857,51.800000000000004,1
711,25.30952380952381,42.1,1
712,25.16190476190476,51.800000000000004,1
713,26.452380952380953,54.1,1
714,25.395238095238096,41.0,1
715,25.395238095238096,41.0,1
716,26.452380952380953,54.1,1
717,25.395238095238096,41.0,1
718,25.395238095238096,41.0,1
719,25.395238095238096,41.0,1
720,26.261904761904763,53.300000000000004,1
721,25.395238095238096,41.0,1
722,25.69047619047619,66.2,1
723,25.11904761904762,35.699999999999996,1
724,26.11904761904762,37.800000000000004,1
725,24.461904761904762,34.4,1
726,25.30952380952381,42.1,1
727,25.30952380952381,42.1,1
728,26.452380952380953,54.1,1
729,25.69047619047619,66.2,1
730,23.714285714285715,66.6,1
731,21.84285714285714,27.299999999999997,1
732,22.333333333333332,43.6,1
733,23.11904761904762,33.599999999999994,1
734,21.976190476190474,48.0,1
735,23.11904761904762,33.599999999999994,1
736,22.333333333333332,43.6,1
737,22.242857142857144,23.700000000000003,1
738,21.833333333333332,45.599999999999994,1
739,14.761904761904763,45.599999999999994,1
740,26.0,100.4,1
741,28.261904761904763,61.199999999999996,1
742,28.428571428571427,35.99999999999999,1
743,28.61904761904762,18.200000000000003,1
744,28.666666666666668,36.599999999999994,1
745,15.523809523809524,29.2,1
746,15.238095238095237,37.6,1
747,20.785714285714285,68.7,1
748,26.666666666666668,23.5,1
749,26.666666666666668,23.5,1
750,26.404761904761905,25.9,1
751,26.666666666666668,23.5,1
752,26.761904761904763,29.5,1
753,26.666666666666668,23.5,1
754,25.236842105263158,48.742105263157896,1
755,25.595238095238095,51.3,1
756,23.392857142857142,61.500000000000014,1
757,25.5,22.2,1
758,19.452380952380953,12.2,1
759,14.30952380952381,65.6,1
760,8.885714285714286,9.5,1
761,9.542857142857143,9.5,1
762,11.485714285714286,9.3,1
763,10.666666666666666,44.400000000000006,1
764,10.614285714285714,47.80000000000001,1
765,11.766666666666667,31.4,1
766,12.9,31.4,1
767,15.466666666666667,28.0,1
768,16.01904761904762,56.6,1
769,21.6,55.5,1
770,23.357142857142858,42.8,1
771,23.728571428571428,53.199999999999996,1
772,23.585714285714285,53.599999999999994,1
773,24.785714285714285,49.4,1
774,23.728571428571428,53.199999999999996,1
775,24.114285714285714,41.599999999999994,1
776,23.633333333333333,40.4,1
777,25.104761904761904,46.8,1
778,24.023809523809526,27.400000000000002,1
779,24.566666666666666,27.0,1
780,24.32857142857143,43.2,1
781,26.14761904761905,25.400000000000002,1
782,26.88095238095238,25.400000000000002,1
783,26.88095238095238,25.400000000000002,1
784,26.88095238095238,25.400000000000002,1
785,26.88095238095238,25.400000000000002,1
786,26.4,25.400000000000002,1
787,26.88095238095238,25.400000000000002,1
788,26.4,25.400000000000002,1
789,27.357142857142858,27.000000000000004,1
790,26.88095238095238,25.400000000000002,1
791,27.52857142857143,42.2,1
792,27.652380952380952,16.2,1
793,27.323809523809523,16.2,1
794,27.6,32.4,1
795,27.357142857142858,31.400000000000002,1
796,27.904761904761905,33.0,1
797,25.223809523809525,61.400000000000006,1
798,24.576190476190476,73.0,1
799,24.7,69.4,1
