,OGF_ID,FIRE_START_DATE,FIRE_GENERAL_CAUSE_CODE,FIRE_FINAL_SIZE,FIRE_YEAR,LONGITUDE,LATITUDE
290,46001933,1999/05/29 00:00:00+00,LTG,700,1999,-87.98838466148263,52.31535354265261
291,46001843,1998/07/09 00:00:00+00,LTG,275,1998,-88.50395494387102,52.316384389774555
292,46001905,1998/05/02 00:00:00+00,IDF,40,1998,-81.30956029690012,48.51186225383597
293,46001945,1999/04/30 00:00:00+00,MIS,1119,1999,-77.50398320478145,45.937337719102935
294,46001958,1999/05/28 00:00:00+00,LTG,19676,1999,-90.0220874947181,52.18306422436205
295,46001884,1998/07/12 00:00:00+00,LTG,60,1998,-90.59297499694102,52.02850233091042
296,46001897,1998/07/06 00:00:00+00,LTG,500,1998,-90.65020577977205,52.70688059327234
297,46001956,1999/05/24 00:00:00+00,MIS,5416,1999,-89.26701013810587,52.7327920296315
298,46001927,1999/04/30 00:00:00+00,IDF,50540,1999,-88.72310246657587,49.33782361976419
299,46001874,1998/07/08 00:00:00+00,LTG,60,1998,-90.9941419197601,53.444768730295856
300,46001967,1999/08/20 00:00:00+00,LTG,150,1999,-91.1411521011319,51.59340985155498
301,46001912,1999/06/19 00:00:00+00,LTG,50,1999,-84.34282333786362,53.87282791428199
302,46001811,1998/07/04 00:00:00+00,LTG,120,1998,-82.77907948538925,52.96079296157774
303,46001959,1999/05/28 00:00:00+00,LTG,2600,1999,-90.21508920771144,52.3444430922264
304,46001961,1999/05/29 00:00:00+00,LTG,5592,1999,-90.64800129088484,52.387839475205844
305,46001954,1999/05/02 00:00:00+00,INC,2564,1999,-90.24963716271593,51.33671147690745
306,46001859,1998/06/23 00:00:00+00,REC,50,1998,-93.61737601029394,53.0272354569788
307,46001821,1998/08/25 00:00:00+00,LTG,70,1998,-82.8711438117531,50.490470469802425
308,46001814,1998/07/09 00:00:00+00,LTG,3000,1998,-82.35617277206788,52.25163353549305
309,46001802,1998/05/23 00:00:00+00,REC,500,1998,-81.83616484445325,52.17243900826178
310,46001841,1998/07/06 00:00:00+00,LTG,75,1998,-87.52350889867218,53.334055905170054
311,46001957,1999/05/29 00:00:00+00,LTG,1300,1999,-90.52507386382494,51.79313011036083
312,46001847,1998/05/18 00:00:00+00,LTG,551,1998,-87.09498102173443,49.26025262554149
313,46001970,1999/09/05 00:00:00+00,REC,110,1999,-81.59203137756363,46.63363724664478
314,46001826,1998/08/03 00:00:00+00,LTG,240,1998,-83.28470731314054,50.45899041937557
315,46001910,1999/04/25 00:00:00+00,RWY,19376,1999,-83.14342580711921,47.79095169955946
316,46001803,1998/05/23 00:00:00+00,LTG,520,1998,-82.67716847959449,51.937295742229054
317,46001824,1998/04/23 00:00:00+00,MIS,75,1998,-92.51394972765453,48.52482801835691
318,46001898,1998/07/13 00:00:00+00,LTG,45,1998,-89.06837331155222,50.66355422361146
319,46001962,1999/05/29 00:00:00+00,LTG,4930,1999,-90.57515765569354,51.77186390315726
320,46001858,1998/04/25 00:00:00+00,INC,75,1998,-77.16405242995997,44.618423736650755
321,46001822,1998/03/30 00:00:00+00,INC,700,1998,-94.59991915101902,48.82873950233431
322,46001813,1998/07/10 00:00:00+00,LTG,8000,1998,-82.39804768299864,52.35729659956779
323,46001952,1999/04/25 00:00:00+00,UNK,100,1999,-83.3822069442173,46.872959490560326
324,46001908,1998/07/11 00:00:00+00,IDF,873,1998,-85.10068283451788,48.964294918703246
325,46001896,1998/07/05 00:00:00+00,LTG,300,1998,-91.35508803232977,53.642457228806094
326,46001965,1999/06/18 00:00:00+00,LTG,10800,1999,-90.4720568462149,53.80365668475471
327,46001818,1998/07/12 00:00:00+00,LTG,450,1998,-84.48967831361539,50.508750210121796
328,46001829,1998/06/29 00:00:00+00,LTG,1300,1998,-87.3355466935638,52.26150360909587
329,46001866,1998/07/07 00:00:00+00,LTG,1400,1998,-90.10121002065999,51.89264759356565
330,46001924,1999/04/25 00:00:00+00,INC,425,1999,-94.52948027138791,48.76513692300719
331,46001942,1999/05/02 00:00:00+00,MIS,76,1999,-79.79606983761437,47.03646662891879
332,54029077,2003/07/05 00:00:00+00,LTG,700,2003,-91.98610450228419,53.98825340999521
333,54029074,2003/08/15 00:00:00+00,LTG,120,2003,-88.42392230574727,55.311030246745396
334,54029082,2003/04/17 00:00:00+00,MIS,101,2003,-83.08559977100126,42.27312083029319
335,54029079,2003/07/20 00:00:00+00,LTG,1250,2003,-84.89149634926812,53.910971291034066
336,54033403,2003/08/16 00:00:00+00,LTG,315,2003,-87.55248591905678,52.561393522975884
337,54033408,2003/06/18 00:00:00+00,LTG,9500,2003,-92.0451213288416,52.28805412583887
338,54035857,2003/06/20 00:00:00+00,IDF,5783,2003,-84.5198568996702,48.92322762417892
339,54033400,2003/07/15 00:00:00+00,LTG,70,2003,-87.27381456310923,53.33952317109796
340,54035848,2003/06/13 00:00:00+00,LTG,26441,2003,-86.17081930363791,49.37663939910345
341,54035856,2003/06/20 00:00:00+00,REC,896,2003,-91.2325975068401,49.235428388147746
342,54035731,2003/06/18 00:00:00+00,LTG,32592,2003,-91.58146382294504,51.499501631163504
343,54033388,2003/07/23 00:00:00+00,LTG,50,2003,-85.35896284122643,53.7888137848246
344,54033410,2003/06/18 00:00:00+00,LTG,16000,2003,-89.84862518318448,52.22308957140419
345,54033418,2003/04/09 00:00:00+00,RES,60,2003,-92.95271371448592,49.827498586166286
346,54035623,2003/06/15 00:00:00+00,LTG,34311,2003,-93.58731481456573,53.744229034408065
347,54033419,2003/04/30 00:00:00+00,MIS,200,2003,-94.54221770050549,48.80457149557359
348,54035832,2003/06/20 00:00:00+00,LTG,807,2003,-87.61911196766104,49.9175994824209
349,54033387,2003/08/16 00:00:00+00,LTG,60,2003,-93.15000882509473,53.80644024430501
350,54035840,2003/08/17 00:00:00+00,UNK,471,2003,-94.78389765064185,49.87983310945038
351,54029072,2003/08/15 00:00:00+00,LTG,90,2003,-88.36652695638067,55.872356191509574
352,54029076,2003/08/15 00:00:00+00,LTG,400,2003,-84.15846020146805,54.165806703748615
353,54029080,2003/06/30 00:00:00+00,LTG,750,2003,-81.58851657816716,51.905470329499785
354,54029081,2003/07/12 00:00:00+00,LTG,75,2003,-83.94407094718949,50.56611972204769
355,54029073,2003/06/28 00:00:00+00,LTG,2500,2003,-86.77067494950332,55.474818280629144
356,54035718,2003/06/22 00:00:00+00,LTG,92,2003,-95.11067756072927,52.14312624032576
357,54033270,2003/06/15 00:00:00+00,UNK,220,2003,-87.78137705774071,51.641735876549426
358,54033391,2003/06/24 00:00:00+00,LTG,3400,2003,-90.78389470261368,53.63863852389262
359,54033265,2003/06/18 00:00:00+00,LTG,1014,2003,-89.53033427501842,53.8784931799636
360,54035828,2003/05/16 00:00:00+00,RWY,52,2003,-90.85844074856848,50.24399789418499
361,54035861,2003/05/05 00:00:00+00,REC,90,2003,-82.70806634425806,46.24853897936185
362,54033405,2003/08/08 00:00:00+00,LTG,550,2003,-87.36138952083458,52.48031833440061
363,54033390,2003/08/16 00:00:00+00,LTG,650,2003,-93.37893591814807,53.739014315102864
364,54035737,2003/06/17 00:00:00+00,LTG,135,2003,-93.53977897801376,51.46160472064273
365,54035846,2003/06/18 00:00:00+00,LTG,80,2003,-93.20323129137368,49.573887491066955
366,46001860,1998/06/25 00:00:00+00,LTG,1800,1998,-92.56688365853348,53.829391366155456
367,46001906,1998/04/13 00:00:00+00,MIS,100,1998,-85.55532949200065,48.725140786499594
368,46001946,1999/04/30 00:00:00+00,MIS,1817,1999,-77.53092180832576,45.901485981781235
369,54029075,2003/06/17 00:00:00+00,LTG,1000,2003,-90.14010866571259,54.434931405080086
370,46001977,1999/05/15 00:00:00+00,LTG,12500,1999,-88.6134020927547,55.94691453559532
371,46001890,1998/07/05 00:00:00+00,LTG,1000,1998,-89.1576024567034,53.90843081246348
372,54035752,2003/06/17 00:00:00+00,LTG,30387,2003,-91.82677695574183,50.33215595996529
373,54033268,2003/06/18 00:00:00+00,LTG,27091,2003,-94.19320511763058,53.01796096685755
374,54035721,2003/06/18 00:00:00+00,LTG,31477,2003,-90.874578885433,51.69466150643376
375,54033397,2003/08/20 00:00:00+00,LTG,80,2003,-89.36327427003137,53.58882489027395
376,54035693,2003/06/05 00:00:00+00,LTG,82027,2003,-88.79437291075345,53.33356802424387
377,54033401,2003/07/16 00:00:00+00,LTG,50,2003,-87.44785642495619,53.34269987572755
378,54033272,2003/05/03 00:00:00+00,RES,99,2003,-93.77399652299705,48.74582518696644
379,54035829,2003/05/25 00:00:00+00,RWY,214,2003,-88.07161950464587,50.22759119261631
380,54033266,2003/06/18 00:00:00+00,LTG,107,2003,-89.54137433821583,53.7756668135244
381,54033386,2003/08/11 00:00:00+00,LTG,300,2003,-90.67674909577295,53.891441599536975
382,54035860,2003/05/19 00:00:00+00,RWY,172,2003,-79.8954612817207,47.9604716493846
383,54035858,2003/05/06 00:00:00+00,REC,103,2003,-80.14047867649744,48.595202154079466
384,54033402,2003/07/19 00:00:00+00,LTG,650,2003,-92.84925177976862,52.71931953116213
385,54033399,2003/08/16 00:00:00+00,LTG,150,2003,-87.65108782130261,53.53112548670062
386,54035859,2003/05/08 00:00:00+00,RES,50,2003,-89.81979422687968,48.3596927522547
387,54035845,2003/06/19 00:00:00+00,LTG,746,2003,-85.74116212081654,49.5497298109964
388,66519940,2004/04/24 00:00:00+00,INC,1230,2004,-94.58991197414623,48.83547453929154
389,66519941,2004/09/30 00:00:00+00,IDF,72,2004,-80.11131771499893,48.62543933369318
390,67227643,2005/06/28 00:00:00+00,LTG,50,2005,-83.90959814781878,54.0258340477714
391,67227644,2005/07/13 00:00:00+00,LTG,250,2005,-83.57801152615411,53.128770376731985
392,67227645,2005/07/15 00:00:00+00,LTG,200,2005,-84.76628117900496,50.770687782820914
393,67340385,2005/07/23 00:00:00+00,RWY,1428,2005,-88.76559055930413,50.27473053732112
394,67340394,2005/08/10 00:00:00+00,LTG,48,2005,-83.79697006139558,49.407244085371644
395,67340398,2005/07/13 00:00:00+00,LTG,3200,2005,-80.77215586649676,48.304469648450784
396,67340401,2005/07/17 00:00:00+00,LTG,60,2005,-82.92022258388648,48.29974720031768
397,67340402,2005/07/21 00:00:00+00,LTG,430,2005,-91.6535089922411,48.29081777496781
398,67340403,2005/05/26 00:00:00+00,RES,449,2005,-82.1996401643883,48.210225940828394
399,67340405,2005/08/01 00:00:00+00,LTG,213,2005,-91.36310805449875,48.185267376922404
400,67340408,2005/05/26 00:00:00+00,RWY,440,2005,-81.79723471977391,47.78911032015378
401,67340677,2005/08/07 00:00:00+00,LTG,325,2005,-88.43151057237853,51.48285495292601
402,67340412,2005/04/17 00:00:00+00,MIS,84,2005,-81.84741288489032,42.280908471934566
403,67340390,2005/05/26 00:00:00+00,RWY,350,2005,-81.14986334367669,49.474751848777274
404,67340406,2005/07/31 00:00:00+00,LTG,84,2005,-91.17237656438252,48.13627492375629
405,67340378,2005/06/19 00:00:00+00,LTG,13623,2005,-87.90659857604197,50.55682722212885
406,67340395,2005/07/24 00:00:00+00,LTG,134,2005,-88.5013282930271,49.06351056548734
407,67340388,2005/08/05 00:00:00+00,LTG,4400,2005,-88.62843369480244,49.605401466422315
408,67340410,2005/04/12 00:00:00+00,MIS,46,2005,-80.88945271171636,46.22682543602689
409,67340381,2005/07/23 00:00:00+00,LTG,429,2005,-88.72908495519171,50.581422453599906
410,67340393,2005/08/03 00:00:00+00,LTG,6000,2005,-89.85164342974792,49.39029881870059
411,67340374,2005/08/03 00:00:00+00,LTG,1574,2005,-89.6845113429355,50.62203382453949
412,67340386,2005/08/03 00:00:00+00,LTG,2326,2005,-89.66621534928716,50.18760159171336
413,67340399,2005/07/17 00:00:00+00,LTG,67,2005,-81.9388342097633,48.31941696171253
414,67340861,2005/06/18 00:00:00+00,LTG,200,2005,-81.36908560715632,51.69130039443545
415,66520051,2004/04/29 00:00:00+00,MIS,80,2004,-81.84740716791391,42.280824206383414
416,66520048,2004/04/13 00:00:00+00,MIS,120,2004,-80.87248545552809,46.23616005088573
417,67227641,2005/07/07 00:00:00+00,LTG,700,2005,-85.54101830549212,55.13768953897002
418,67227642,2005/07/14 00:00:00+00,LTG,1500,2005,-85.4767390996871,54.55792556629997
419,67227646,2005/07/12 00:00:00+00,LTG,2000,2005,-79.6494515859225,50.63099351801829
420,67227647,2005/10/04 00:00:00+00,MIS,44,2005,-82.64760509010051,41.7488906337952
421,67340369,2005/08/06 00:00:00+00,LTG,100,2005,-91.3583952142653,53.07016499394531
422,67340370,2005/07/11 00:00:00+00,LTG,111,2005,-89.54126060238555,52.325368658286784
423,67340371,2005/08/08 00:00:00+00,LTG,65,2005,-87.36220965293087,51.158237960433006
424,54035743,2003/06/22 00:00:00+00,LTG,250,2003,-89.7758210855334,50.81578649382173
425,54033385,2003/07/01 00:00:00+00,LTG,500,2003,-91.75747910598545,53.917368533985275
426,46001968,1999/08/31 00:00:00+00,LTG,1000,1999,-89.31944396393354,53.67556580397747
427,54033392,2003/08/17 00:00:00+00,LTG,900,2003,-93.74800954273634,53.614462722659546
428,54033415,2003/07/10 00:00:00+00,LTG,900,2003,-91.53252921372226,52.0217339285154
429,54033271,2003/06/21 00:00:00+00,LTG,700,2003,-86.47668404688667,51.40150865594777
430,54033269,2003/07/23 00:00:00+00,LTG,150,2003,-86.43836006778434,51.75765352737359
431,67527723,2006/09/17 00:00:00+00,LTG,52,2006,-84.57063112829385,47.16068000020433
432,67527724,2006/05/09 00:00:00+00,RES,86,2006,-80.30757419422976,46.50059695236934
433,67527725,2006/03/31 00:00:00+00,REC,100,2006,-79.51943350447827,44.185813878987176
434,67527726,2006/04/18 00:00:00+00,MIS,54,2006,-81.85560909189778,43.243382897005205
435,67926745,2007/07/22 00:00:00+00,LTG,300,2007,-87.22993489093773,55.55614085122917
436,67926742,2007/07/22 00:00:00+00,LTG,40,2007,-88.42485686810976,56.54567228319212
437,67926743,2007/07/23 00:00:00+00,LTG,40,2007,-88.28344334533367,56.25968389090661
438,67926746,2007/07/22 00:00:00+00,LTG,60,2007,-85.84050735096748,55.31016548153587
439,67926747,2007/07/23 00:00:00+00,LTG,500,2007,-87.62035184642968,55.28154067338835
440,67926748,2007/07/24 00:00:00+00,LTG,600,2007,-87.49535856376818,55.23175913730008
441,67926749,2007/07/30 00:00:00+00,LTG,50,2007,-87.88707975968492,55.24056312128239
442,67926750,2007/07/22 00:00:00+00,LTG,100,2007,-87.4340508101534,55.233090398934145
443,67926751,2007/07/24 00:00:00+00,LTG,1000,2007,-87.82439157367139,54.94680088704829
444,67926752,2007/07/15 00:00:00+00,LTG,275,2007,-86.14108992472218,54.88745665416528
445,67926753,2007/07/25 00:00:00+00,LTG,500,2007,-84.41183779242014,54.279374888497955
446,67926754,2007/06/08 00:00:00+00,LTG,1400,2007,-92.92170317222977,54.22413809881076
447,67926755,2007/06/17 00:00:00+00,LTG,900,2007,-84.07467476796964,53.30762880841742
448,67926756,2007/06/11 00:00:00+00,LTG,100,2007,-82.14710054899246,52.37542322340488
449,67926757,2007/07/24 00:00:00+00,IDF,52,2007,-87.9976180129641,50.57022329070488
450,67926758,2007/06/12 00:00:00+00,LTG,55,2007,-86.20258677399667,50.463924006131315
451,67926760,2007/04/29 00:00:00+00,RWY,42,2007,-93.62517357687618,49.812257556142804
452,67926763,2007/08/02 00:00:00+00,REC,165,2007,-93.6185775608747,49.434477714014335
453,67527699,2006/09/07 00:00:00+00,LTG,110,2006,-86.95560205263307,49.18425206814483
454,67527700,2006/09/07 00:00:00+00,LTG,50,2006,-90.86563549024581,49.17392705733309
455,67527701,2006/09/11 00:00:00+00,LTG,464,2006,-86.7879839988321,49.14167359327493
456,67527702,2006/09/12 00:00:00+00,LTG,841,2006,-86.84739167913027,49.1422268216301
457,67527703,2006/09/07 00:00:00+00,LTG,163,2006,-87.03967731390163,49.10255959498039
458,67527704,2006/09/07 00:00:00+00,LTG,121,2006,-87.50213402882764,49.1079984562005
459,67527705,2006/09/08 00:00:00+00,LTG,71,2006,-88.91009768726528,49.08996620911926
460,67527706,2006/09/07 00:00:00+00,LTG,746,2006,-87.45279430003055,49.05218855987904
461,67527707,2006/09/11 00:00:00+00,LTG,595,2006,-87.11458846257594,49.05539474542866
462,67527646,2006/06/16 00:00:00+00,LTG,8390,2006,-94.7313467980454,52.25443162354291
463,67527647,2006/09/01 00:00:00+00,LTG,493,2006,-94.75528663482189,52.254140391943494
464,67527648,2006/07/04 00:00:00+00,LTG,537,2006,-95.08945727858541,52.16460715892687
465,67527645,2006/09/02 00:00:00+00,LTG,80,2006,-94.29925051151956,52.323090036596014
466,67527649,2006/08/11 00:00:00+00,LTG,1295,2006,-87.41164572871644,52.05845371310997
467,67527650,2006/06/27 00:00:00+00,LTG,550,2006,-91.3427801275643,52.023278879581405
468,67527651,2006/06/08 00:00:00+00,RES,800,2006,-87.77547160608347,51.61437367121156
469,67527652,2006/07/13 00:00:00+00,LTG,636,2006,-88.28949922305114,51.07252823765326
470,71294554,2010/06/12 00:00:00+00,LTG,410,2010,-87.89224913978141,56.137207820815746
471,71294555,2010/07/15 00:00:00+00,LTG,40,2010,-83.21320046969473,53.28297284921269
472,67926766,2007/05/08 00:00:00+00,RWY,44,2007,-88.63754758860402,48.693852155324336
473,67926767,2007/05/23 00:00:00+00,REC,58,2007,-80.88497113716556,48.58859122071615
474,71294556,2010/07/10 00:00:00+00,LTG,400,2010,-83.55897952913479,53.26958663020248
475,67926770,2007/05/19 00:00:00+00,REC,525,2007,-81.63547478449262,46.88322375506121
476,67926771,2007/05/13 00:00:00+00,MIS,1555,2007,-83.29570717923518,46.81525774205474
477,67926772,2007/05/08 00:00:00+00,MIS,250,2007,-77.47045150991549,45.918856185158916
478,71294557,2010/05/19 00:00:00+00,LTG,66,2010,-84.35033075993744,53.026344061284036
479,71294558,2010/05/19 00:00:00+00,LTG,266,2010,-84.43623569014346,52.63243525332416
480,71294559,2010/05/12 00:00:00+00,RWY,44,2010,-83.07262812245543,48.567845797937416
481,67527599,2006/07/02 00:00:00+00,LTG,500,2006,-83.48878820162732,53.98562998499411
482,67527600,2006/09/09 00:00:00+00,LTG,40,2006,-89.00490084424386,53.65243895152374
483,67527601,2006/09/01 00:00:00+00,LTG,45,2006,-85.2769682437866,52.82159134602077
484,67527602,2006/08/28 00:00:00+00,LTG,75,2006,-83.13576253946137,51.94802205244564
485,67527603,2006/09/01 00:00:00+00,LTG,50,2006,-83.51923390480111,50.80993342758249
486,67527604,2006/08/30 00:00:00+00,IDF,49,2006,-91.03858980460039,50.20007299945711
487,67527605,2006/08/06 00:00:00+00,LTG,69,2006,-87.52932990315935,50.1749156552552
488,67527616,2006/07/14 00:00:00+00,UNK,228,2006,-89.60681278023759,53.824837189117055
489,67527617,2006/06/14 00:00:00+00,LTG,100,2006,-93.88461704857457,52.61769488844262
490,67527618,2006/06/17 00:00:00+00,LTG,64,2006,-93.28275411174693,52.368155298366226
491,67527619,2006/09/08 00:00:00+00,LTG,467,2006,-88.90674243218108,49.446870386341296
492,67527620,2006/09/13 00:00:00+00,LTG,136,2006,-89.31633840862644,49.19913285324981
493,67527621,2006/09/09 00:00:00+00,LTG,41,2006,-88.99821703783115,48.977361793972676
494,67527622,2006/06/24 00:00:00+00,LTG,565,2006,-87.76111576539522,56.06157085338689
495,67527623,2006/07/17 00:00:00+00,LTG,375,2006,-83.46885788616265,53.73064228898516
496,67527624,2006/07/08 00:00:00+00,LTG,93,2006,-89.28961995615926,53.88442443314189
497,67527625,2006/07/11 00:00:00+00,LTG,3100,2006,-93.15859338076542,53.846157831959836
498,67527691,2006/09/14 00:00:00+00,LTG,49,2006,-87.0386472628272,49.279922696973586
499,67527692,2006/09/07 00:00:00+00,LTG,1326,2006,-86.68378387674221,49.25099369719344
500,67527690,2006/09/08 00:00:00+00,LTG,241,2006,-88.96501698078606,49.28772838550966
501,67527693,2006/09/07 00:00:00+00,LTG,79,2006,-88.23638918691205,49.26122909706549
502,67527694,2006/09/07 00:00:00+00,LTG,188,2006,-87.86660724873092,49.24416812369841
503,67527695,2006/05/09 00:00:00+00,RWY,41,2006,-81.01430146466886,49.24354361619871
504,67527696,2006/09/08 00:00:00+00,LTG,1564,2006,-88.8679743845114,49.20994483904983
505,67527697,2006/09/08 00:00:00+00,LTG,220,2006,-88.92460421421805,49.20392852949543
506,67527698,2006/09/08 00:00:00+00,LTG,1563,2006,-88.51474340635606,49.18669304459506
507,67527709,2006/09/08 00:00:00+00,LTG,445,2006,-88.78915384387585,49.028640263330004
508,67527710,2006/09/07 00:00:00+00,LTG,59,2006,-87.62231995080062,49.005845610769185
509,67527711,2006/09/07 00:00:00+00,LTG,82,2006,-86.75022735104922,48.99771835383937
510,67527712,2006/09/07 00:00:00+00,LTG,51,2006,-86.78564434974957,48.98021335978863
511,67527708,2006/09/08 00:00:00+00,LTG,2010,2006,-88.61197090299538,49.052147458233414
512,67527713,2006/09/08 00:00:00+00,LTG,62,2006,-86.74413143471966,48.92002390996953
513,67527714,2006/09/07 00:00:00+00,LTG,155,2006,-86.78246003016964,48.91304068531477
514,67527715,2006/07/06 00:00:00+00,LTG,91,2006,-91.8288283660075,48.26359613256436
515,67527716,2006/09/11 00:00:00+00,LTG,197,2006,-91.30301304278714,48.23768946728002
516,67527717,2006/07/11 00:00:00+00,LTG,909,2006,-91.45590884561462,48.244397321393386
517,67527718,2006/09/09 00:00:00+00,LTG,51,2006,-91.49858590833428,48.21647177774997
518,67527719,2006/07/11 00:00:00+00,LTG,478,2006,-91.42235616139024,48.22227362648762
519,67527720,2006/07/12 00:00:00+00,LTG,264,2006,-91.34125881467084,48.21361773020482
520,67527721,2006/09/11 00:00:00+00,LTG,100,2006,-91.33062624440156,48.18928709642484
521,67527722,2006/07/12 00:00:00+00,LTG,238,2006,-91.2446676159735,48.158485516838006
522,67527637,2006/08/31 00:00:00+00,LTG,836,2006,-92.6008349104612,52.59317327722351
523,67527638,2006/08/31 00:00:00+00,LTG,4107,2006,-94.49901257886387,52.589280051574924
524,67527639,2006/08/31 00:00:00+00,LTG,186,2006,-94.81979150434636,52.53290698231986
525,67527640,2006/08/21 00:00:00+00,LTG,18987,2006,-93.85410815227519,52.49846024501438
526,67527641,2006/08/09 00:00:00+00,LTG,9274,2006,-93.537303220672,52.518708100889846
527,67527642,2006/08/31 00:00:00+00,LTG,514,2006,-92.77227386793243,52.46515155379341
528,67527643,2006/08/31 00:00:00+00,LTG,4119,2006,-94.73519837932741,52.46169281849684
529,67527644,2006/08/31 00:00:00+00,LTG,2265,2006,-94.37494765662416,52.39342936794091
530,67527663,2006/09/07 00:00:00+00,LTG,1053,2006,-89.41406832389788,49.59112894433136
531,67527664,2006/09/08 00:00:00+00,LTG,8688,2006,-90.10404167711971,49.53247988875135
532,67527665,2006/09/12 00:00:00+00,LTG,117,2006,-88.97473855789731,49.59767495028743
533,67527666,2006/09/10 00:00:00+00,LTG,259,2006,-88.96978659252494,49.57124854259608
534,67527667,2006/09/11 00:00:00+00,LTG,71,2006,-88.62702515155364,49.56147635655031
535,67527668,2006/09/07 00:00:00+00,LTG,2386,2006,-90.20376901446119,49.53258250633044
536,67527669,2006/09/09 00:00:00+00,LTG,49,2006,-89.24336249662987,49.52610369960908
537,67527670,2006/09/07 00:00:00+00,LTG,2586,2006,-89.15408064274841,49.49967683813903
538,67527671,2006/09/07 00:00:00+00,LTG,57,2006,-87.74433294155868,49.484991558823346
539,67527672,2006/09/08 00:00:00+00,LTG,2365,2006,-90.23556225579341,49.43116963964463
540,67527673,2006/09/09 00:00:00+00,LTG,753,2006,-86.70420486282352,49.450638742639505
541,67527674,2006/09/07 00:00:00+00,LTG,95,2006,-88.45261014450925,49.44963787952305
542,67527676,2006/09/07 00:00:00+00,LTG,100,2006,-86.71034075750458,49.42651092708676
543,67527677,2006/09/07 00:00:00+00,LTG,240,2006,-88.92932626131156,49.381795350507936
544,67527675,2006/09/07 00:00:00+00,LTG,794,2006,-90.32647948578479,49.41646035519442
545,67527679,2006/09/07 00:00:00+00,LTG,1494,2006,-86.72556913168818,49.383460087427885
546,67527680,2006/05/09 00:00:00+00,RWY,130,2006,-81.04707285680178,49.39891869917752
547,67527681,2006/09/07 00:00:00+00,LTG,43,2006,-89.22723515938819,49.401562874206945
548,67527682,2006/07/18 00:00:00+00,LTG,42,2006,-87.01186175035471,49.398691159205605
549,67527683,2006/09/07 00:00:00+00,LTG,68,2006,-89.2460019624385,49.388864580993726
550,67527684,2006/09/08 00:00:00+00,LTG,201,2006,-90.18914412097311,49.37963836132883
551,67527685,2006/05/09 00:00:00+00,RWY,97,2006,-81.04389544091794,49.37426003074735
552,67527686,2006/09/07 00:00:00+00,LTG,170,2006,-87.3359227963764,49.3509588834156
553,67527687,2006/09/07 00:00:00+00,LTG,582,2006,-86.75947685851384,49.29598197771843
554,67527688,2006/09/07 00:00:00+00,LTG,811,2006,-86.55026881627124,49.28502858271995
555,68578430,2008/08/29 00:00:00+00,LTG,40,2008,-81.18115129816786,51.81718202615661
556,70037145,2007/05/09 00:00:00+00,RWY,16702,2007,-90.49240698654829,50.14145084744413
557,70037146,2007/05/05 00:00:00+00,MIS,67,2007,-91.83653161063893,49.46032715742483
558,70037147,2007/05/10 00:00:00+00,LTG,120,2007,-88.59459622860142,48.955689784530136
559,70037148,2007/05/13 00:00:00+00,UNK,685,2007,-89.26024313614425,48.87084702277751
560,70037149,2007/05/09 00:00:00+00,REC,13051,2007,-90.75785235057941,48.18800362258027
561,70037150,2007/07/28 00:00:00+00,REC,56,2007,-81.72533019709157,45.82588333020802
562,67527689,2006/09/09 00:00:00+00,LTG,161,2006,-87.81640582094765,49.303637373186284
563,67527678,2006/09/08 00:00:00+00,LTG,2714,2006,-88.83482043316658,49.38986346777968
564,68574077,2008/06/20 00:00:00+00,LTG,270,2008,-93.30127634195611,53.706126880765645
565,68574094,2008/08/31 00:00:00+00,LTG,47,2008,-91.21500334326782,51.565170908451194
566,68574089,2008/08/17 00:00:00+00,LTG,200,2008,-89.79000845492895,53.37098215304747
567,68574097,2008/08/18 00:00:00+00,LTG,520,2008,-89.63235771065358,50.51739563730644
568,70037230,2007/07/22 00:00:00+00,LTG,300,2007,-88.28223549770564,56.22360284418868
569,72839574,2011/07/01 00:00:00+00,LTG,2500,2011,-90.01764054324323,52.65588655250324
570,72839575,2011/07/03 00:00:00+00,UNK,94,2011,-92.98227264474325,52.11293720904954
571,72839573,2011/07/04 00:00:00+00,LTG,66,2011,-93.50860588350358,52.61288681656747
572,67527626,2006/07/15 00:00:00+00,LTG,68,2006,-92.13287501855284,53.71675988418608
573,67527627,2006/07/18 00:00:00+00,LTG,100,2006,-92.73555274854105,53.18278803875789
574,67527628,2006/07/13 00:00:00+00,LTG,3000,2006,-90.27594390371371,53.14270623111025
575,67527629,2006/07/14 00:00:00+00,LTG,40,2006,-89.082741874553,53.14632504984422
576,67527630,2006/08/31 00:00:00+00,LTG,366,2006,-94.38397434911563,52.86822011691226
577,67527631,2006/08/31 00:00:00+00,LTG,5039,2006,-94.65935433702452,52.842387591860685
578,67527632,2006/08/31 00:00:00+00,LTG,936,2006,-93.96551188011617,52.759347590522296
579,67527633,2006/06/16 00:00:00+00,LTG,794,2006,-94.36768004699579,52.74710762754439
580,67527634,2006/08/31 00:00:00+00,LTG,400,2006,-94.93679516154894,52.74430523555699
581,67527635,2006/08/30 00:00:00+00,IDF,49,2006,-91.28341094989867,52.679111824192155
582,67527636,2006/08/31 00:00:00+00,LTG,6838,2006,-93.7569409151985,52.70010577045492
583,67527653,2006/07/10 00:00:00+00,LTG,4995,2006,-94.80477810824837,50.87610258557339
584,67527654,2006/07/15 00:00:00+00,LTG,56,2006,-87.37388902438855,50.74789022037957
